"date","sunrise","sunset","day_length"
2012-02-02,"2012-02-02T14:55:47+00:00","2012-02-03T01:26:16+00:00","37829"
2012-02-03,"2012-02-03T14:54:58+00:00","2012-02-04T01:27:18+00:00","37940"
2012-02-04,"2012-02-04T14:54:08+00:00","2012-02-05T01:28:20+00:00","38052"
2012-02-05,"2012-02-05T14:53:16+00:00","2012-02-06T01:29:21+00:00","38165"
2012-02-06,"2012-02-06T14:52:23+00:00","2012-02-07T01:30:23+00:00","38280"
2012-02-07,"2012-02-07T14:51:28+00:00","2012-02-08T01:31:24+00:00","38396"
2012-02-08,"2012-02-08T14:50:32+00:00","2012-02-09T01:32:25+00:00","38513"
2012-02-09,"2012-02-09T14:49:34+00:00","2012-02-10T01:33:26+00:00","38632"
2012-02-10,"2012-02-10T14:48:36+00:00","2012-02-11T01:34:26+00:00","38750"
2012-02-11,"2012-02-11T14:47:36+00:00","2012-02-12T01:35:26+00:00","38870"
2012-02-12,"2012-02-12T14:46:34+00:00","2012-02-13T01:36:26+00:00","38992"
2012-02-13,"2012-02-13T14:45:32+00:00","2012-02-14T01:37:26+00:00","39114"
2012-02-14,"2012-02-14T14:44:28+00:00","2012-02-15T01:38:25+00:00","39237"
2012-02-15,"2012-02-15T14:43:23+00:00","2012-02-16T01:39:24+00:00","39361"
2012-02-16,"2012-02-16T14:42:17+00:00","2012-02-17T01:40:23+00:00","39486"
2012-02-17,"2012-02-17T14:41:10+00:00","2012-02-18T01:41:22+00:00","39612"
2012-02-18,"2012-02-18T14:40:02+00:00","2012-02-19T01:42:20+00:00","39738"
2012-02-19,"2012-02-19T14:38:53+00:00","2012-02-20T01:43:18+00:00","39865"
2012-02-20,"2012-02-20T14:37:43+00:00","2012-02-21T01:44:15+00:00","39992"
2012-02-21,"2012-02-21T14:36:32+00:00","2012-02-22T01:45:12+00:00","40120"
2012-02-22,"2012-02-22T14:35:20+00:00","2012-02-23T01:46:09+00:00","40249"
2012-02-23,"2012-02-23T14:34:07+00:00","2012-02-24T01:47:05+00:00","40378"
2012-02-24,"2012-02-24T14:32:53+00:00","2012-02-25T01:48:01+00:00","40508"
2012-02-25,"2012-02-25T14:31:38+00:00","2012-02-26T01:48:57+00:00","40639"
2012-02-26,"2012-02-26T14:30:23+00:00","2012-02-27T01:49:53+00:00","40770"
2012-02-27,"2012-02-27T14:29:07+00:00","2012-02-28T01:50:48+00:00","40901"
2012-02-28,"2012-02-28T14:27:50+00:00","2012-02-29T01:51:43+00:00","41033"
2012-02-29,"2012-02-29T14:26:32+00:00","2012-03-01T01:52:37+00:00","41165"
2012-03-01,"2012-03-01T14:25:14+00:00","2012-03-02T01:53:31+00:00","41297"
2012-03-02,"2012-03-02T14:23:55+00:00","2012-03-03T01:54:25+00:00","41430"
2012-03-03,"2012-03-03T14:22:35+00:00","2012-03-04T01:55:19+00:00","41564"
2012-03-04,"2012-03-04T14:21:15+00:00","2012-03-05T01:56:12+00:00","41697"
2012-03-05,"2012-03-05T14:19:54+00:00","2012-03-06T01:57:05+00:00","41831"
2012-03-06,"2012-03-06T14:18:33+00:00","2012-03-07T01:57:57+00:00","41964"
2012-03-07,"2012-03-07T14:17:11+00:00","2012-03-08T01:58:50+00:00","42099"
2012-03-08,"2012-03-08T14:15:49+00:00","2012-03-09T01:59:42+00:00","42233"
2012-03-09,"2012-03-09T14:14:26+00:00","2012-03-10T02:00:34+00:00","42368"
2012-03-10,"2012-03-10T14:13:03+00:00","2012-03-11T02:01:25+00:00","42502"
2012-03-11,"2012-03-11T14:11:40+00:00","2012-03-12T02:02:17+00:00","42637"
2012-03-12,"2012-03-12T14:10:16+00:00","2012-03-13T02:03:08+00:00","42772"
2012-03-13,"2012-03-13T14:08:52+00:00","2012-03-14T02:03:59+00:00","42907"
2012-03-14,"2012-03-14T14:07:28+00:00","2012-03-15T02:04:50+00:00","43042"
2012-03-15,"2012-03-15T14:06:03+00:00","2012-03-16T02:05:40+00:00","43177"
2012-03-16,"2012-03-16T14:04:38+00:00","2012-03-17T02:06:30+00:00","43312"
2012-03-17,"2012-03-17T14:03:13+00:00","2012-03-18T02:07:21+00:00","43448"
2012-03-18,"2012-03-18T14:01:48+00:00","2012-03-19T02:08:10+00:00","43582"
2012-03-19,"2012-03-19T14:00:23+00:00","2012-03-20T02:09:00+00:00","43717"
2012-03-20,"2012-03-20T13:58:57+00:00","2012-03-21T02:09:50+00:00","43853"
2012-03-21,"2012-03-21T13:57:32+00:00","2012-03-22T02:10:40+00:00","43988"
2012-03-22,"2012-03-22T13:56:06+00:00","2012-03-23T02:11:29+00:00","44123"
2012-03-23,"2012-03-23T13:54:41+00:00","2012-03-24T02:12:18+00:00","44257"
2012-03-24,"2012-03-24T13:53:15+00:00","2012-03-25T02:13:08+00:00","44393"
2012-03-25,"2012-03-25T13:51:50+00:00","2012-03-26T02:13:57+00:00","44527"
2012-03-26,"2012-03-26T13:50:25+00:00","2012-03-27T02:14:46+00:00","44661"
2012-03-27,"2012-03-27T13:48:59+00:00","2012-03-28T02:15:35+00:00","44796"
2012-03-28,"2012-03-28T13:47:34+00:00","2012-03-29T02:16:24+00:00","44930"
2012-03-29,"2012-03-29T13:46:09+00:00","2012-03-30T02:17:13+00:00","45064"
2012-03-30,"2012-03-30T13:44:45+00:00","2012-03-31T02:18:02+00:00","45197"
2012-03-31,"2012-03-31T13:43:20+00:00","2012-04-01T02:18:50+00:00","45330"
2012-04-01,"2012-04-01T13:41:56+00:00","2012-04-02T02:19:39+00:00","45463"
2012-04-02,"2012-04-02T13:40:32+00:00","2012-04-03T02:20:28+00:00","45596"
2012-04-03,"2012-04-03T13:39:08+00:00","2012-04-04T02:21:17+00:00","45729"
2012-04-04,"2012-04-04T13:37:45+00:00","2012-04-05T02:22:06+00:00","45861"
2012-04-05,"2012-04-05T13:36:22+00:00","2012-04-06T02:22:55+00:00","45993"
2012-04-06,"2012-04-06T13:34:59+00:00","2012-04-07T02:23:44+00:00","46125"
2012-04-07,"2012-04-07T13:33:37+00:00","2012-04-08T02:24:32+00:00","46255"
2012-04-08,"2012-04-08T13:32:15+00:00","2012-04-09T02:25:21+00:00","46386"
2012-04-09,"2012-04-09T13:30:54+00:00","2012-04-10T02:26:10+00:00","46516"
2012-04-10,"2012-04-10T13:29:33+00:00","2012-04-11T02:26:59+00:00","46646"
2012-04-11,"2012-04-11T13:28:13+00:00","2012-04-12T02:27:48+00:00","46775"
2012-04-12,"2012-04-12T13:26:54+00:00","2012-04-13T02:28:38+00:00","46904"
2012-04-13,"2012-04-13T13:25:35+00:00","2012-04-14T02:29:27+00:00","47032"
2012-04-14,"2012-04-14T13:24:16+00:00","2012-04-15T02:30:16+00:00","47160"
2012-04-15,"2012-04-15T13:22:59+00:00","2012-04-16T02:31:05+00:00","47286"
2012-04-16,"2012-04-16T13:21:42+00:00","2012-04-17T02:31:55+00:00","47413"
2012-04-17,"2012-04-17T13:20:25+00:00","2012-04-18T02:32:44+00:00","47539"
2012-04-18,"2012-04-18T13:19:10+00:00","2012-04-19T02:33:34+00:00","47664"
2012-04-19,"2012-04-19T13:17:55+00:00","2012-04-20T02:34:23+00:00","47788"
2012-04-20,"2012-04-20T13:16:41+00:00","2012-04-21T02:35:13+00:00","47912"
2012-04-21,"2012-04-21T13:15:28+00:00","2012-04-22T02:36:03+00:00","48035"
2012-04-22,"2012-04-22T13:14:16+00:00","2012-04-23T02:36:52+00:00","48156"
2012-04-23,"2012-04-23T13:13:04+00:00","2012-04-24T02:37:42+00:00","48278"
2012-04-24,"2012-04-24T13:11:54+00:00","2012-04-25T02:38:32+00:00","48398"
2012-04-25,"2012-04-25T13:10:44+00:00","2012-04-26T02:39:22+00:00","48518"
2012-04-26,"2012-04-26T13:09:36+00:00","2012-04-27T02:40:11+00:00","48635"
2012-04-27,"2012-04-27T13:08:28+00:00","2012-04-28T02:41:01+00:00","48753"
2012-04-28,"2012-04-28T13:07:22+00:00","2012-04-29T02:41:51+00:00","48869"
2012-04-29,"2012-04-29T13:06:16+00:00","2012-04-30T02:42:41+00:00","48985"
2012-04-30,"2012-04-30T13:05:12+00:00","2012-05-01T02:43:31+00:00","49099"
2012-05-01,"2012-05-01T13:04:09+00:00","2012-05-02T02:44:21+00:00","49212"
2012-05-02,"2012-05-02T13:03:07+00:00","2012-05-03T02:45:10+00:00","49323"
2012-05-03,"2012-05-03T13:02:06+00:00","2012-05-04T02:46:00+00:00","49434"
2012-05-04,"2012-05-04T13:01:06+00:00","2012-05-05T02:46:50+00:00","49544"
2012-05-05,"2012-05-05T13:00:08+00:00","2012-05-06T02:47:39+00:00","49651"
2012-05-06,"2012-05-06T12:59:10+00:00","2012-05-07T02:48:29+00:00","49759"
2012-05-07,"2012-05-07T12:58:14+00:00","2012-05-08T02:49:18+00:00","49864"
2012-05-08,"2012-05-08T12:57:20+00:00","2012-05-09T02:50:07+00:00","49967"
2012-05-09,"2012-05-09T12:56:26+00:00","2012-05-10T02:50:56+00:00","50070"
2012-05-10,"2012-05-10T12:55:34+00:00","2012-05-11T02:51:45+00:00","50171"
2012-05-11,"2012-05-11T12:54:44+00:00","2012-05-12T02:52:33+00:00","50269"
2012-05-12,"2012-05-12T12:53:54+00:00","2012-05-13T02:53:21+00:00","50367"
2012-05-13,"2012-05-13T12:53:06+00:00","2012-05-14T02:54:09+00:00","50463"
2012-05-14,"2012-05-14T12:52:20+00:00","2012-05-15T02:54:57+00:00","50557"
2012-05-15,"2012-05-15T12:51:35+00:00","2012-05-16T02:55:44+00:00","50649"
2012-05-16,"2012-05-16T12:50:52+00:00","2012-05-17T02:56:31+00:00","50739"
2012-05-17,"2012-05-17T12:50:10+00:00","2012-05-18T02:57:18+00:00","50828"
2012-05-18,"2012-05-18T12:49:29+00:00","2012-05-19T02:58:04+00:00","50915"
2012-05-19,"2012-05-19T12:48:50+00:00","2012-05-20T02:58:50+00:00","51000"
2012-05-20,"2012-05-20T12:48:13+00:00","2012-05-21T02:59:35+00:00","51082"
2012-05-21,"2012-05-21T12:47:37+00:00","2012-05-22T03:00:20+00:00","51163"
2012-05-22,"2012-05-22T12:47:03+00:00","2012-05-23T03:01:04+00:00","51241"
2012-05-23,"2012-05-23T12:46:30+00:00","2012-05-24T03:01:48+00:00","51318"
2012-05-24,"2012-05-24T12:45:59+00:00","2012-05-25T03:02:31+00:00","51392"
2012-05-25,"2012-05-25T12:45:30+00:00","2012-05-26T03:03:13+00:00","51463"
2012-05-26,"2012-05-26T12:45:02+00:00","2012-05-27T03:03:55+00:00","51533"
2012-05-27,"2012-05-27T12:44:36+00:00","2012-05-28T03:04:36+00:00","51600"
2012-05-28,"2012-05-28T12:44:11+00:00","2012-05-29T03:05:16+00:00","51665"
2012-05-29,"2012-05-29T12:43:48+00:00","2012-05-30T03:05:56+00:00","51728"
2012-05-30,"2012-05-30T12:43:27+00:00","2012-05-31T03:06:34+00:00","51787"
2012-05-31,"2012-05-31T12:43:08+00:00","2012-06-01T03:07:12+00:00","51844"
2012-06-01,"2012-06-01T12:42:50+00:00","2012-06-02T03:07:49+00:00","51899"
2012-06-02,"2012-06-02T12:42:34+00:00","2012-06-03T03:08:25+00:00","51951"
2012-06-03,"2012-06-03T12:42:19+00:00","2012-06-04T03:09:00+00:00","52001"
2012-06-04,"2012-06-04T12:42:07+00:00","2012-06-05T03:09:34+00:00","52047"
2012-06-05,"2012-06-05T12:41:56+00:00","2012-06-06T03:10:07+00:00","52091"
2012-06-06,"2012-06-06T12:41:46+00:00","2012-06-07T03:10:39+00:00","52133"
2012-06-07,"2012-06-07T12:41:38+00:00","2012-06-08T03:11:09+00:00","52171"
2012-06-08,"2012-06-08T12:41:32+00:00","2012-06-09T03:11:39+00:00","52207"
2012-06-09,"2012-06-09T12:41:28+00:00","2012-06-10T03:12:07+00:00","52239"
2012-06-10,"2012-06-10T12:41:25+00:00","2012-06-11T03:12:34+00:00","52269"
2012-06-11,"2012-06-11T12:41:24+00:00","2012-06-12T03:13:00+00:00","52296"
2012-06-12,"2012-06-12T12:41:24+00:00","2012-06-13T03:13:25+00:00","52321"
2012-06-13,"2012-06-13T12:41:26+00:00","2012-06-14T03:13:48+00:00","52342"
2012-06-14,"2012-06-14T12:41:30+00:00","2012-06-15T03:14:10+00:00","52360"
2012-06-15,"2012-06-15T12:41:35+00:00","2012-06-16T03:14:31+00:00","52376"
2012-06-16,"2012-06-16T12:41:42+00:00","2012-06-17T03:14:50+00:00","52388"
2012-06-17,"2012-06-17T12:41:51+00:00","2012-06-18T03:15:07+00:00","52396"
2012-06-18,"2012-06-18T12:42:01+00:00","2012-06-19T03:15:24+00:00","52403"
2012-06-19,"2012-06-19T12:42:12+00:00","2012-06-20T03:15:38+00:00","52406"
2012-06-20,"2012-06-20T12:42:25+00:00","2012-06-21T03:15:52+00:00","52407"
2012-06-21,"2012-06-21T12:42:39+00:00","2012-06-22T03:16:03+00:00","52404"
2012-06-22,"2012-06-22T12:42:55+00:00","2012-06-23T03:16:14+00:00","52399"
2012-06-23,"2012-06-23T12:43:12+00:00","2012-06-24T03:16:22+00:00","52390"
2012-06-24,"2012-06-24T12:43:31+00:00","2012-06-25T03:16:29+00:00","52378"
2012-06-25,"2012-06-25T12:43:50+00:00","2012-06-26T03:16:34+00:00","52364"
2012-06-26,"2012-06-26T12:44:12+00:00","2012-06-27T03:16:38+00:00","52346"
2012-06-27,"2012-06-27T12:44:34+00:00","2012-06-28T03:16:40+00:00","52326"
2012-06-28,"2012-06-28T12:44:58+00:00","2012-06-29T03:16:41+00:00","52303"
2012-06-29,"2012-06-29T12:45:23+00:00","2012-06-30T03:16:39+00:00","52276"
2012-06-30,"2012-06-30T12:45:49+00:00","2012-07-01T03:16:37+00:00","52248"
2012-07-01,"2012-07-01T12:46:16+00:00","2012-07-02T03:16:32+00:00","52216"
2012-07-02,"2012-07-02T12:46:45+00:00","2012-07-03T03:16:26+00:00","52181"
2012-07-03,"2012-07-03T12:47:14+00:00","2012-07-04T03:16:17+00:00","52143"
2012-07-04,"2012-07-04T12:47:45+00:00","2012-07-05T03:16:08+00:00","52103"
2012-07-05,"2012-07-05T12:48:16+00:00","2012-07-06T03:15:56+00:00","52060"
2012-07-06,"2012-07-06T12:48:49+00:00","2012-07-07T03:15:43+00:00","52014"
2012-07-07,"2012-07-07T12:49:22+00:00","2012-07-08T03:15:28+00:00","51966"
2012-07-08,"2012-07-08T12:49:57+00:00","2012-07-09T03:15:12+00:00","51915"
2012-07-09,"2012-07-09T12:50:32+00:00","2012-07-10T03:14:53+00:00","51861"
2012-07-10,"2012-07-10T12:51:08+00:00","2012-07-11T03:14:33+00:00","51805"
2012-07-11,"2012-07-11T12:51:45+00:00","2012-07-12T03:14:11+00:00","51746"
2012-07-12,"2012-07-12T12:52:23+00:00","2012-07-13T03:13:48+00:00","51685"
2012-07-13,"2012-07-13T12:53:01+00:00","2012-07-14T03:13:23+00:00","51622"
2012-07-14,"2012-07-14T12:53:40+00:00","2012-07-15T03:12:56+00:00","51556"
2012-07-15,"2012-07-15T12:54:20+00:00","2012-07-16T03:12:27+00:00","51487"
2012-07-16,"2012-07-16T12:55:01+00:00","2012-07-17T03:11:57+00:00","51416"
2012-07-17,"2012-07-17T12:55:42+00:00","2012-07-18T03:11:25+00:00","51343"
2012-07-18,"2012-07-18T12:56:23+00:00","2012-07-19T03:10:52+00:00","51269"
2012-07-19,"2012-07-19T12:57:05+00:00","2012-07-20T03:10:17+00:00","51192"
2012-07-20,"2012-07-20T12:57:48+00:00","2012-07-21T03:09:40+00:00","51112"
2012-07-21,"2012-07-21T12:58:31+00:00","2012-07-22T03:09:02+00:00","51031"
2012-07-22,"2012-07-22T12:59:14+00:00","2012-07-23T03:08:22+00:00","50948"
2012-07-23,"2012-07-23T12:59:58+00:00","2012-07-24T03:07:40+00:00","50862"
2012-07-24,"2012-07-24T13:00:42+00:00","2012-07-25T03:06:57+00:00","50775"
2012-07-25,"2012-07-25T13:01:26+00:00","2012-07-26T03:06:13+00:00","50687"
2012-07-26,"2012-07-26T13:02:11+00:00","2012-07-27T03:05:27+00:00","50596"
2012-07-27,"2012-07-27T13:02:56+00:00","2012-07-28T03:04:39+00:00","50503"
2012-07-28,"2012-07-28T13:03:41+00:00","2012-07-29T03:03:50+00:00","50409"
2012-07-29,"2012-07-29T13:04:27+00:00","2012-07-30T03:03:00+00:00","50313"
2012-07-30,"2012-07-30T13:05:13+00:00","2012-07-31T03:02:08+00:00","50215"
2012-07-31,"2012-07-31T13:05:59+00:00","2012-08-01T03:01:15+00:00","50116"
2012-08-01,"2012-08-01T13:06:45+00:00","2012-08-02T03:00:20+00:00","50015"
2012-08-02,"2012-08-02T13:07:31+00:00","2012-08-03T02:59:25+00:00","49914"
2012-08-03,"2012-08-03T13:08:17+00:00","2012-08-04T02:58:27+00:00","49810"
2012-08-04,"2012-08-04T13:09:03+00:00","2012-08-05T02:57:29+00:00","49706"
2012-08-05,"2012-08-05T13:09:50+00:00","2012-08-06T02:56:29+00:00","49599"
2012-08-06,"2012-08-06T13:10:36+00:00","2012-08-07T02:55:28+00:00","49492"
2012-08-07,"2012-08-07T13:11:23+00:00","2012-08-08T02:54:26+00:00","49383"
2012-08-08,"2012-08-08T13:12:09+00:00","2012-08-09T02:53:22+00:00","49273"
2012-08-09,"2012-08-09T13:12:56+00:00","2012-08-10T02:52:18+00:00","49162"
2012-08-10,"2012-08-10T13:13:43+00:00","2012-08-11T02:51:12+00:00","49049"
2012-08-11,"2012-08-11T13:14:29+00:00","2012-08-12T02:50:05+00:00","48936"
2012-08-12,"2012-08-12T13:15:16+00:00","2012-08-13T02:48:58+00:00","48822"
2012-08-13,"2012-08-13T13:16:02+00:00","2012-08-14T02:47:49+00:00","48707"
2012-08-14,"2012-08-14T13:16:48+00:00","2012-08-15T02:46:39+00:00","48591"
2012-08-15,"2012-08-15T13:17:35+00:00","2012-08-16T02:45:28+00:00","48473"
2012-08-16,"2012-08-16T13:18:21+00:00","2012-08-17T02:44:16+00:00","48355"
2012-08-17,"2012-08-17T13:19:07+00:00","2012-08-18T02:43:03+00:00","48236"
2012-08-18,"2012-08-18T13:19:53+00:00","2012-08-19T02:41:49+00:00","48116"
2012-08-19,"2012-08-19T13:20:39+00:00","2012-08-20T02:40:34+00:00","47995"
2012-08-20,"2012-08-20T13:21:25+00:00","2012-08-21T02:39:19+00:00","47874"
2012-08-21,"2012-08-21T13:22:11+00:00","2012-08-22T02:38:03+00:00","47752"
2012-08-22,"2012-08-22T13:22:57+00:00","2012-08-23T02:36:46+00:00","47629"
2012-08-23,"2012-08-23T13:23:43+00:00","2012-08-24T02:35:28+00:00","47505"
2012-08-24,"2012-08-24T13:24:28+00:00","2012-08-25T02:34:09+00:00","47381"
2012-08-25,"2012-08-25T13:25:14+00:00","2012-08-26T02:32:50+00:00","47256"
2012-08-26,"2012-08-26T13:25:59+00:00","2012-08-27T02:31:30+00:00","47131"
2012-08-27,"2012-08-27T13:26:44+00:00","2012-08-28T02:30:09+00:00","47005"
2012-08-28,"2012-08-28T13:27:30+00:00","2012-08-29T02:28:48+00:00","46878"
2012-08-29,"2012-08-29T13:28:15+00:00","2012-08-30T02:27:26+00:00","46751"
2012-08-30,"2012-08-30T13:29:00+00:00","2012-08-31T02:26:03+00:00","46623"
2012-08-31,"2012-08-31T13:29:45+00:00","2012-09-01T02:24:40+00:00","46495"
2012-09-01,"2012-09-01T13:30:30+00:00","2012-09-02T02:23:17+00:00","46367"
2012-09-02,"2012-09-02T13:31:15+00:00","2012-09-03T02:21:53+00:00","46238"
2012-09-03,"2012-09-03T13:31:59+00:00","2012-09-04T02:20:29+00:00","46110"
2012-09-04,"2012-09-04T13:32:44+00:00","2012-09-05T02:19:04+00:00","45980"
2012-09-05,"2012-09-05T13:33:29+00:00","2012-09-06T02:17:38+00:00","45849"
2012-09-06,"2012-09-06T13:34:13+00:00","2012-09-07T02:16:13+00:00","45720"
2012-09-07,"2012-09-07T13:34:58+00:00","2012-09-08T02:14:47+00:00","45589"
2012-09-08,"2012-09-08T13:35:43+00:00","2012-09-09T02:13:21+00:00","45458"
2012-09-09,"2012-09-09T13:36:27+00:00","2012-09-10T02:11:54+00:00","45327"
2012-09-10,"2012-09-10T13:37:12+00:00","2012-09-11T02:10:27+00:00","45195"
2012-09-11,"2012-09-11T13:37:57+00:00","2012-09-12T02:09:00+00:00","45063"
2012-09-12,"2012-09-12T13:38:41+00:00","2012-09-13T02:07:33+00:00","44932"
2012-09-13,"2012-09-13T13:39:26+00:00","2012-09-14T02:06:06+00:00","44800"
2012-09-14,"2012-09-14T13:40:11+00:00","2012-09-15T02:04:38+00:00","44667"
2012-09-15,"2012-09-15T13:40:55+00:00","2012-09-16T02:03:11+00:00","44536"
2012-09-16,"2012-09-16T13:41:40+00:00","2012-09-17T02:01:43+00:00","44403"
2012-09-17,"2012-09-17T13:42:25+00:00","2012-09-18T02:00:15+00:00","44270"
2012-09-18,"2012-09-18T13:43:10+00:00","2012-09-19T01:58:47+00:00","44137"
2012-09-19,"2012-09-19T13:43:55+00:00","2012-09-20T01:57:20+00:00","44005"
2012-09-20,"2012-09-20T13:44:41+00:00","2012-09-21T01:55:52+00:00","43871"
2012-09-21,"2012-09-21T13:45:26+00:00","2012-09-22T01:54:24+00:00","43738"
2012-09-22,"2012-09-22T13:46:11+00:00","2012-09-23T01:52:57+00:00","43606"
2012-09-23,"2012-09-23T13:46:57+00:00","2012-09-24T01:51:29+00:00","43472"
2012-09-24,"2012-09-24T13:47:43+00:00","2012-09-25T01:50:02+00:00","43339"
2012-09-25,"2012-09-25T13:48:29+00:00","2012-09-26T01:48:35+00:00","43206"
2012-09-26,"2012-09-26T13:49:15+00:00","2012-09-27T01:47:08+00:00","43073"
2012-09-27,"2012-09-27T13:50:01+00:00","2012-09-28T01:45:41+00:00","42940"
2012-09-28,"2012-09-28T13:50:48+00:00","2012-09-29T01:44:15+00:00","42807"
2012-09-29,"2012-09-29T13:51:35+00:00","2012-09-30T01:42:48+00:00","42673"
2012-09-30,"2012-09-30T13:52:22+00:00","2012-10-01T01:41:23+00:00","42541"
2012-10-01,"2012-10-01T13:53:09+00:00","2012-10-02T01:39:57+00:00","42408"
2012-10-02,"2012-10-02T13:53:56+00:00","2012-10-03T01:38:32+00:00","42276"
2012-10-03,"2012-10-03T13:54:44+00:00","2012-10-04T01:37:08+00:00","42144"
2012-10-04,"2012-10-04T13:55:32+00:00","2012-10-05T01:35:43+00:00","42011"
2012-10-05,"2012-10-05T13:56:20+00:00","2012-10-06T01:34:20+00:00","41880"
2012-10-06,"2012-10-06T13:57:09+00:00","2012-10-07T01:32:56+00:00","41747"
2012-10-07,"2012-10-07T13:57:58+00:00","2012-10-08T01:31:34+00:00","41616"
2012-10-08,"2012-10-08T13:58:47+00:00","2012-10-09T01:30:12+00:00","41485"
2012-10-09,"2012-10-09T13:59:37+00:00","2012-10-10T01:28:50+00:00","41353"
2012-10-10,"2012-10-10T14:00:27+00:00","2012-10-11T01:27:29+00:00","41222"
2012-10-11,"2012-10-11T14:01:17+00:00","2012-10-12T01:26:09+00:00","41092"
2012-10-12,"2012-10-12T14:02:07+00:00","2012-10-13T01:24:49+00:00","40962"
2012-10-13,"2012-10-13T14:02:58+00:00","2012-10-14T01:23:31+00:00","40833"
2012-10-14,"2012-10-14T14:03:49+00:00","2012-10-15T01:22:13+00:00","40704"
2012-10-15,"2012-10-15T14:04:41+00:00","2012-10-16T01:20:55+00:00","40574"
2012-10-16,"2012-10-16T14:05:33+00:00","2012-10-17T01:19:39+00:00","40446"
2012-10-17,"2012-10-17T14:06:25+00:00","2012-10-18T01:18:23+00:00","40318"
2012-10-18,"2012-10-18T14:07:18+00:00","2012-10-19T01:17:08+00:00","40190"
2012-10-19,"2012-10-19T14:08:11+00:00","2012-10-20T01:15:55+00:00","40064"
2012-10-20,"2012-10-20T14:09:04+00:00","2012-10-21T01:14:42+00:00","39938"
2012-10-21,"2012-10-21T14:09:58+00:00","2012-10-22T01:13:30+00:00","39812"
2012-10-22,"2012-10-22T14:10:52+00:00","2012-10-23T01:12:19+00:00","39687"
2012-10-23,"2012-10-23T14:11:46+00:00","2012-10-24T01:11:09+00:00","39563"
2012-10-24,"2012-10-24T14:12:41+00:00","2012-10-25T01:10:00+00:00","39439"
2012-10-25,"2012-10-25T14:13:36+00:00","2012-10-26T01:08:52+00:00","39316"
2012-10-26,"2012-10-26T14:14:32+00:00","2012-10-27T01:07:46+00:00","39194"
2012-10-27,"2012-10-27T14:15:28+00:00","2012-10-28T01:06:40+00:00","39072"
2012-10-28,"2012-10-28T14:16:24+00:00","2012-10-29T01:05:36+00:00","38952"
2012-10-29,"2012-10-29T14:17:20+00:00","2012-10-30T01:04:33+00:00","38833"
2012-10-30,"2012-10-30T14:18:17+00:00","2012-10-31T01:03:32+00:00","38715"
2012-10-31,"2012-10-31T14:19:14+00:00","2012-11-01T01:02:31+00:00","38597"
2012-11-01,"2012-11-01T14:20:12+00:00","2012-11-02T01:01:32+00:00","38480"
2012-11-02,"2012-11-02T14:21:09+00:00","2012-11-03T01:00:34+00:00","38365"
2012-11-03,"2012-11-03T14:22:07+00:00","2012-11-04T00:59:38+00:00","38251"
2012-11-04,"2012-11-04T14:23:05+00:00","2012-11-05T00:58:43+00:00","38138"
2012-11-05,"2012-11-05T14:24:04+00:00","2012-11-06T00:57:49+00:00","38025"
2012-11-06,"2012-11-06T14:25:02+00:00","2012-11-07T00:56:57+00:00","37915"
2012-11-07,"2012-11-07T14:26:01+00:00","2012-11-08T00:56:07+00:00","37806"
2012-11-08,"2012-11-08T14:27:00+00:00","2012-11-09T00:55:18+00:00","37698"
2012-11-09,"2012-11-09T14:27:59+00:00","2012-11-10T00:54:30+00:00","37591"
2012-11-10,"2012-11-10T14:28:58+00:00","2012-11-11T00:53:44+00:00","37486"
2012-11-11,"2012-11-11T14:29:57+00:00","2012-11-12T00:53:00+00:00","37383"
2012-11-12,"2012-11-12T14:30:56+00:00","2012-11-13T00:52:17+00:00","37281"
2012-11-13,"2012-11-13T14:31:56+00:00","2012-11-14T00:51:36+00:00","37180"
2012-11-14,"2012-11-14T14:32:55+00:00","2012-11-15T00:50:57+00:00","37082"
2012-11-15,"2012-11-15T14:33:54+00:00","2012-11-16T00:50:20+00:00","36986"
2012-11-16,"2012-11-16T14:34:53+00:00","2012-11-17T00:49:44+00:00","36891"
2012-11-17,"2012-11-17T14:35:52+00:00","2012-11-18T00:49:10+00:00","36798"
2012-11-18,"2012-11-18T14:36:51+00:00","2012-11-19T00:48:38+00:00","36707"
2012-11-19,"2012-11-19T14:37:50+00:00","2012-11-20T00:48:07+00:00","36617"
2012-11-20,"2012-11-20T14:38:49+00:00","2012-11-21T00:47:39+00:00","36530"
2012-11-21,"2012-11-21T14:39:47+00:00","2012-11-22T00:47:12+00:00","36445"
2012-11-22,"2012-11-22T14:40:45+00:00","2012-11-23T00:46:47+00:00","36362"
2012-11-23,"2012-11-23T14:41:42+00:00","2012-11-24T00:46:24+00:00","36282"
2012-11-24,"2012-11-24T14:42:40+00:00","2012-11-25T00:46:03+00:00","36203"
